=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.03.01 17:31:56 =~=~=~=~=~=~=~=~=~=~=~=
SampleIndex,Voltage(V),Current(A),ActiveChannel
4695,1.8283,0.006334,4
4696,1.8717,0.007038,4
4697,1.9150,0.004927,4
4698,1.9584,0.006334,4
4699,1.9945,0.006334,4
4700,2.0307,0.006334,4
4701,2.0668,0.007038,4
4702,2.1029,0.006334,4
4703,2.1391,0.006334,4
4704,2.1680,0.007038,4
4705,2.1969,0.005630,4
4706,2.2258,0.006334,4
4707,2.2475,0.007038,4
4708,2.2764,0.006334,4
4709,2.2980,0.007038,4
4710,2.3125,0.007038,4
4711,2.3342,0.006334,4
4712,2.3486,0.007742,4
4713,2.3631,0.006334,4
4714,2.3703,0.007038,4
4715,2.3848,0.007742,4
4716,2.3848,0.005630,4
4717,2.3920,0.007038,4
4718,2.3920,0.007038,4
4719,2.3920,0.005630,4
4720,2.3920,0.006334,4
4721,2.3920,0.008446,4
4722,2.3848,0.006334,4
4723,2.3775,0.006334,4
4724,2.3631,0.007038,4
4725,2.3486,0.007742,4
4726,2.3342,0.006334,4
4727,2.3197,0.006334,4
4728,2.2980,0.005630,4
4729,2.2764,0.005630,4
4730,2.2547,0.007038,4
4731,2.2330,0.007742,4
4732,2.2041,0.006334,4
4733,2.1752,0.005630,4
4734,2.1463,0.007742,4
4735,2.1102,0.007038,4
4736,2.0740,0.006334,4
4737,2.0451,0.006334,4
4738,2.0018,0.005630,4
4739,1.9656,0.005630,4
4740,1.9223,0.006334,4
4741,1.8861,0.005630,4
4742,1.8428,0.007038,4
4743,1.7994,0.005630,4
4744,1.7488,0.006334,4
4745,1.7055,0.006334,4
4746,1.6621,0.007038,4
4747,1.6115,0.006334,4
4748,1.5609,0.006334,4
4749,1.5104,0.007038,4
4750,1.4670,0.007038,4
4751,1.4164,0.006334,4
4752,1.3658,0.006334,4
4753,1.3080,0.007038,4
4754,1.2574,0.007038,4
4755,1.2068,0.006334,4
4756,1.1562,0.006334,4
4757,1.1057,0.006334,4
4758,1.0551,0.006334,4
4759,1.0045,0.006334,4
4760,0.9539,0.007038,4
4761,0.9033,0.007038,4
4762,0.8527,0.007742,4
4763,0.8021,0.011261,4
4764,0.7588,0.009853,4
4765,0.7082,0.024633,4
4766,0.6648,0.029560,4
4767,0.6143,0.031672,4
4768,0.5709,0.052786,4
4769,0.5275,0.053490,4
4770,0.4842,0.051378,4
4771,0.4480,0.068270,4
4772,0.4047,0.073900,4
4773,0.3686,0.074604,4
4774,0.3324,0.091496,4
4775,0.2963,0.098534,4
4776,0.2602,0.095718,4
4777,0.2313,0.112610,4
4778,0.2023,0.116833,4
4779,0.1734,0.118944,4
4780,0.1518,0.133021,4
4781,0.1229,0.137947,4
4782,0.1012,0.137947,4
4783,0.0795,0.160469,4
4784,0.0650,0.146393,4
4785,0.0506,0.153431,4
4786,0.0361,0.150616,4
4787,0.0217,0.166804,4
4788,0.0145,0.170323,4
4789,0.0072,0.178065,4
4790,0.0000,0.166100,4
4791,0.0000,0.166804,4
4792,0.0000,0.161877,4
4793,0.0000,0.162581,4
4794,0.0000,0.161173,4
4795,0.0072,0.176657,4
4796,0.0145,0.161877,4
4797,0.0289,0.176657,4
4798,0.0361,0.159765,4
4799,0.0506,0.156246,4
4800,0.0723,0.151320,4
4801,0.0867,0.140762,4
4802,0.1084,0.143578,4
4803,0.1301,0.145689,4
4804,0.1518,0.142170,4
4805,0.1807,0.124575,4
4806,0.2096,0.133724,4
4807,0.2385,0.124575,4
4808,0.2746,0.110499,4
4809,0.3035,0.109091,4
4810,0.3396,0.093607,4
4811,0.3758,0.087273,4
4812,0.4191,0.090088,4
4813,0.4553,0.078827,4
4814,0.4986,0.065455,4
4815,0.5420,0.069677,4
4816,0.5854,0.047155,4
4817,0.6287,0.047155,4
4818,0.6721,0.047155,4
4819,0.7227,0.026745,4
4820,0.7660,0.023930,4
4821,0.8166,0.022522,4
4822,0.8672,0.009853,4
4823,0.9178,0.007742,4
4824,0.9684,0.007742,4
4825,1.0189,0.006334,4
4826,1.0695,0.007038,4
4827,1.1201,0.008446,4
4828,1.1707,0.007038,4
4829,1.2285,0.007038,4
4830,1.2791,0.007038,4
4831,1.3297,0.005630,4
4832,1.3803,0.006334,4
4833,1.4309,0.007038,4
4834,1.4814,0.007038,4
4835,1.5320,0.004927,4
4836,1.5826,0.006334,4
4837,1.6332,0.007038,4
4838,1.6766,0.007038,4
4839,1.7271,0.006334,4
4840,1.7705,0.007038,4
4841,1.8139,0.006334,4
4842,1.8572,0.006334,4
4843,1.9006,0.005630,4
4844,1.9439,0.005630,4
4845,1.9801,0.006334,4
4846,2.0162,0.006334,4
4847,2.0523,0.006334,4
4848,2.0885,0.007038,4
4849,2.1246,0.006334,4
4850,2.1535,0.005630,4
4851,2.1824,0.005630,4
4852,2.2113,0.006334,4
4853,2.2402,0.006334,4
4854,2.2619,0.006334,4
4855,2.2836,0.006334,4
4856,2.3053,0.007038,4
4857,2.3270,0.007038,4
4858,2.3414,0.006334,4
4859,2.3559,0.007038,4
4860,2.3703,0.006334,4
4861,2.3775,0.007038,4
4862,2.3848,0.006334,4
4863,2.3920,0.005630,4
4864,2.3920,0.007038,4
4865,2.3992,0.007038,4
4866,2.3920,0.006334,4
4867,2.3920,0.007038,4
4868,2.3848,0.004927,4
4869,2.3775,0.006334,4
4870,2.3703,0.005630,4
4871,2.3559,0.007038,4
4872,2.3414,0.005630,4
4873,2.3270,0.007038,4
4874,2.3053,0.006334,4
4875,2.2836,0.006334,4
4876,2.2619,0.006334,4
4877,2.2402,0.007038,4
4878,2.2113,0.007038,4
4879,2.1824,0.005630,4
4880,2.1535,0.004927,4
4881,2.1246,0.007038,4
4882,2.0885,0.007742,4
4883,2.0523,0.007038,4
4884,2.0162,0.006334,4
4885,1.9801,0.006334,4
4886,1.9439,0.007742,4
4887,1.9006,0.006334,4
4888,1.8572,0.006334,4
4889,1.8139,0.006334,4
4890,1.7705,0.007038,4
4891,1.7271,0.007038,4
4892,1.6766,0.005630,4
4893,1.6260,0.006334,4
4894,1.5826,0.006334,4
4895,1.5320,0.007038,4
4896,1.4814,0.007038,4
4897,1.4309,0.007038,4
4898,1.3803,0.006334,4
4899,1.3297,0.007742,4
4900,1.2791,0.005630,4
4901,1.2285,0.005630,4
4902,1.1779,0.006334,4
4903,1.1273,0.007038,4
4904,1.0768,0.006334,4
4905,1.0189,0.007038,4
4906,0.9684,0.006334,4
4907,0.9250,0.007038,4
4908,0.8744,0.007038,4
4909,0.8238,0.010557,4
4910,0.7732,0.014076,4
4911,0.7227,0.014780,4
4912,0.6793,0.033079,4
4913,0.6359,0.035894,4
4914,0.5854,0.042229,4
4915,0.5420,0.057009,4
4916,0.4986,0.058416,4
4917,0.4625,0.064751,4
4918,0.4191,0.075308,4
4919,0.3830,0.085161,4
4920,0.3469,0.085865,4
4921,0.3107,0.095015,4
4922,0.2746,0.096422,4
4923,0.2457,0.099941,4
4924,0.2168,0.123167,4
4925,0.1879,0.123871,4
4926,0.1590,0.122463,4
4927,0.1301,0.140059,4
4928,0.1084,0.133724,4
4929,0.0867,0.144282,4
4930,0.0723,0.160469,4
4931,0.0506,0.154839,4
4932,0.0361,0.154135,4
4933,0.0289,0.171026,4
4934,0.0145,0.171026,4
4935,0.0072,0.163284,4
4936,0.0000,0.175249,4
4937,0.0000,0.171730,4
4938,0.0000,0.160469,4
4939,0.0000,0.176657,4
4940,0.0000,0.161877,4
4941,0.0072,0.167507,4
4942,0.0145,0.159765,4
4943,0.0217,0.175249,4
4944,0.0361,0.169619,4
4945,0.0434,0.160469,4
4946,0.0650,0.152023,4
4947,0.0795,0.160469,4
4948,0.1012,0.148504,4
4949,0.1229,0.153431,4
4950,0.1445,0.144282,4
4951,0.1734,0.128094,4
4952,0.2023,0.121056,4
4953,0.2313,0.124575,4
4954,0.2602,0.108387,4
4955,0.2963,0.108387,4
4956,0.3252,0.109795,4
4957,0.3613,0.087273,4
4958,0.4047,0.085865,4
4959,0.4408,0.079531,4
4960,0.4842,0.072493,4
4961,0.5275,0.064047,4
4962,0.5709,0.066862,4
4963,0.6143,0.047155,4
4964,0.6576,0.041525,4
4965,0.7010,0.043636,4
4966,0.7516,0.025337,4
4967,0.8021,0.024633,4
4968,0.8455,0.019003,4
4969,0.8961,0.007742,4
4970,0.9467,0.007038,4
4971,0.9973,0.007038,4
4972,1.0479,0.006334,4
4973,1.0984,0.006334,4
4974,1.1490,0.007742,4
4975,1.2068,0.007038,4
4976,1.2574,0.006334,4
4977,1.3080,0.006334,4
4978,1.3658,0.006334,4
4979,1.4164,0.005630,4
4980,1.4670,0.006334,4
4981,1.5104,0.006334,4
4982,1.5609,0.007038,4
4983,1.6115,0.005630,4
4984,1.6621,0.007038,4
4985,1.7055,0.007038,4
4986,1.7561,0.007038,4
4987,1.7994,0.007038,4
4988,1.8428,0.007742,4
4989,1.8861,0.005630,4
4990,1.9295,0.006334,4
4991,1.9656,0.007038,4
4992,2.0018,0.007038,4
4993,2.0451,0.007038,4
4994,2.0812,0.007038,4
4995,2.1102,0.006334,4
4996,2.1463,0.005630,4
4997,2.1752,0.007038,4
4998,2.2041,0.006334,4
4999,2.2330,0.007038,4
